school,total_enrollment,year,asian,black,hispanic,white,other,poverty
P.S. 326,219,2013-14,21,154,38,3,3,170
P.S. 326,208,2014-15,17,147,37,1,6,169
P.S. 326,212,2015-16,24,141,35,7,5,176
P.S. 326,201,2016-17,24,130,34,8,5,172
P.S. 326,191,2017-18,25,123,31,8,4,161
P.S. 361 East Flatbush Early Childhood School,643,2013-14,17,528,77,10,11,599
P.S. 361 East Flatbush Early Childhood School,603,2014-15,21,486,76,11,9,557
P.S. 361 East Flatbush Early Childhood School,538,2015-16,22,415,75,19,7,494
P.S. 361 East Flatbush Early Childhood School,461,2016-17,14,352,72,17,6,424
P.S. 361 East Flatbush Early Childhood School,418,2017-18,13,324,58,20,3,366
I. S. 381,328,2014-15,20,218,55,32,3,198
I. S. 381,310,2015-16,18,189,57,42,4,184
I. S. 381,290,2016-17,25,155,53,51,6,181
I. S. 381,244,2017-18,22,128,49,40,5,168
Midwood High School,3877,2013-14,1284,1217,465,879,32,1900
Midwood High School,3787,2014-15,1282,1138,475,872,20,2068
Midwood High School,3986,2015-16,1399,1165,491,889,42,2105
Midwood High School,4017,2016-17,1426,1121,484,914,72,2877
Midwood High School,4058,2017-18,1447,1107,509,894,101,3033
James Madison High School,3055,2013-14,654,526,475,1392,8,1946
James Madison High School,3088,2014-15,654,537,515,1366,16,1948
James Madison High School,3250,2015-16,655,575,576,1421,23,2476
James Madison High School,3418,2016-17,664,619,602,1500,33,2639
James Madison High School,3657,2017-18,723,619,638,1633,44,2794
Leon M. Goldstein High School for the Sciences,1046,2013-14,188,91,107,648,12,490
Leon M. Goldstein High School for the Sciences,1081,2014-15,202,109,116,639,15,506
Leon M. Goldstein High School for the Sciences,1047,2015-16,226,97,101,611,12,459
Leon M. Goldstein High School for the Sciences,1029,2016-17,243,101,97,576,12,481
Leon M. Goldstein High School for the Sciences,1011,2017-18,242,82,97,577,13,508
Brooklyn College Academy,618,2013-14,49,459,58,23,29,458
Brooklyn College Academy,605,2014-15,48,437,55,28,37,444
Brooklyn College Academy,596,2015-16,43,405,65,29,54,407
Brooklyn College Academy,618,2016-17,51,422,67,37,41,431
Brooklyn College Academy,622,2017-18,61,420,72,26,43,438
Origins High School,85,2013-14,12,33,17,17,6,72
Origins High School,213,2014-15,27,89,45,47,5,165
Origins High School,333,2015-16,47,128,73,82,3,239
Origins High School,434,2016-17,60,160,97,114,3,316
Origins High School,427,2017-18,62,156,88,117,4,323
Professional Pathways High School,105,2013-14,10,48,34,13,0,89
Professional Pathways High School,177,2014-15,15,59,56,42,5,149
Professional Pathways High School,212,2015-16,22,63,62,61,4,172
Professional Pathways High School,209,2016-17,20,59,68,59,3,163
Professional Pathways High School,205,2017-18,16,66,68,53,2,165
The Joan Snow Pre-K Center,176,2015-16,68,41,31,34,2,152
The Joan Snow Pre-K Center,219,2016-17,99,56,40,22,2,109
The Joan Snow Pre-K Center,229,2017-18,83,70,35,38,3,138
P.S. 889,82,2017-18,29,18,15,18,2,62
M.S. 890,117,2017-18,14,48,41,12,2,99
P.S. 041 Francis White,553,2013-14,7,348,188,4,6,549
P.S. 041 Francis White,528,2014-15,7,328,182,4,7,522
P.S. 041 Francis White,499,2015-16,6,314,162,3,14,489
P.S. 041 Francis White,476,2016-17,5,287,163,6,15,471
P.S. 041 Francis White,457,2017-18,2,274,143,15,23,449
P.S./I.S. 137 Rachel Jean Mitchell,294,2013-14,2,215,53,4,20,261
P.S./I.S. 137 Rachel Jean Mitchell,303,2014-15,4,220,58,2,19,270
P.S./I.S. 137 Rachel Jean Mitchell,295,2015-16,1,218,60,2,14,260
P.S./I.S. 137 Rachel Jean Mitchell,293,2016-17,1,211,63,4,14,281
P.S./I.S. 137 Rachel Jean Mitchell,303,2017-18,0,227,59,4,13,282
P.S. 150 Christopher,213,2013-14,5,128,67,7,6,209
P.S. 150 Christopher,187,2014-15,5,110,62,9,1,184
P.S. 150 Christopher,184,2015-16,4,109,59,6,6,182
P.S. 150 Christopher,182,2016-17,2,113,59,4,4,177
P.S. 150 Christopher,171,2017-18,1,111,52,3,4,168
P.S./ I.S. 155 Nicholas Herkimer,511,2013-14,8,301,194,5,3,496
P.S./ I.S. 155 Nicholas Herkimer,525,2014-15,8,287,218,4,8,510
P.S./ I.S. 155 Nicholas Herkimer,499,2015-16,8,250,229,4,8,492
P.S./ I.S. 155 Nicholas Herkimer,454,2016-17,12,229,200,6,7,444
P.S./ I.S. 155 Nicholas Herkimer,416,2017-18,12,213,181,6,4,404
P.S. 156 Waverly,784,2013-14,1,613,153,5,12,718
P.S. 156 Waverly,810,2014-15,2,648,147,6,7,746
P.S. 156 Waverly,751,2015-16,6,588,140,5,12,677
P.S. 156 Waverly,762,2016-17,4,601,138,8,11,685
P.S. 156 Waverly,714,2017-18,6,569,124,6,9,651
P.S. 165 Ida Posner,472,2013-14,4,399,54,14,1,372
P.S. 165 Ida Posner,454,2014-15,3,386,54,11,0,332
P.S. 165 Ida Posner,408,2015-16,1,338,59,10,0,308
P.S. 165 Ida Posner,371,2016-17,2,308,51,8,2,283
P.S. 165 Ida Posner,229,2017-18,0,181,38,9,1,206
P.S. 178 Saint Clair Mckelway,459,2013-14,2,362,79,8,8,411
P.S. 178 Saint Clair Mckelway,400,2014-15,3,323,64,5,5,359
P.S. 178 Saint Clair Mckelway,364,2015-16,2,287,60,8,7,326
P.S. 178 Saint Clair Mckelway,370,2016-17,3,271,74,16,6,351
P.S. 178 Saint Clair Mckelway,377,2017-18,7,284,68,12,6,332
P.S. 184 Newport,571,2013-14,2,443,120,4,2,541
P.S. 184 Newport,560,2014-15,2,409,146,1,2,525
P.S. 184 Newport,504,2015-16,3,359,137,2,3,458
P.S. 184 Newport,509,2016-17,2,365,138,1,3,486
P.S. 184 Newport,567,2017-18,1,407,150,4,5,515
"The Gregory Jocko Jackson School of Sports, Art, a",587,2013-14,3,394,184,6,0,578
"The Gregory Jocko Jackson School of Sports, Art, a",560,2014-15,1,379,176,4,0,523
"The Gregory Jocko Jackson School of Sports, Art, a",535,2015-16,1,367,163,3,1,480
"The Gregory Jocko Jackson School of Sports, Art, a",476,2016-17,5,325,144,1,1,466
"The Gregory Jocko Jackson School of Sports, Art, a",474,2017-18,0,314,155,3,2,445
P.S. 298 Dr. Betty Shabazz,297,2013-14,4,217,72,1,3,288
P.S. 298 Dr. Betty Shabazz,270,2014-15,0,177,71,5,17,266
P.S. 298 Dr. Betty Shabazz,216,2015-16,2,142,61,2,9,213
P.S. 298 Dr. Betty Shabazz,218,2016-17,3,139,62,6,8,215
P.S. 298 Dr. Betty Shabazz,262,2017-18,4,188,57,6,7,258
P.S./I.S. 323,451,2013-14,3,361,87,0,0,402
P.S./I.S. 323,438,2014-15,3,356,76,2,1,373
P.S./I.S. 323,443,2015-16,5,346,89,2,1,383
P.S./I.S. 323,495,2016-17,2,380,110,2,1,456
P.S./I.S. 323,569,2017-18,7,441,115,1,5,530
P.S. 327 Dr. Rose B. English,634,2013-14,4,483,135,10,2,548
P.S. 327 Dr. Rose B. English,598,2014-15,7,442,135,7,7,512
P.S. 327 Dr. Rose B. English,527,2015-16,8,373,131,10,5,483
P.S. 327 Dr. Rose B. English,401,2016-17,5,269,111,7,9,379
P.S. 327 Dr. Rose B. English,327,2017-18,4,217,94,7,5,319
Brownsville Collaborative Middle School,120,2013-14,2,83,32,1,2,117
Brownsville Collaborative Middle School,146,2014-15,2,100,42,1,1,141
Brownsville Collaborative Middle School,97,2015-16,0,61,32,2,2,93
Brownsville Collaborative Middle School,88,2016-17,0,57,27,2,2,84
Brownsville Collaborative Middle School,108,2017-18,0,71,33,1,3,98
I.S. 392,266,2013-14,10,214,40,1,1,195
I.S. 392,269,2014-15,11,209,43,2,4,212
I.S. 392,258,2015-16,12,198,38,3,7,198
I.S. 392,294,2016-17,13,225,41,4,11,233
I.S. 392,295,2017-18,12,221,46,2,14,220
Christopher Avenue Community School,244,2013-14,1,179,58,2,4,236
Christopher Avenue Community School,317,2014-15,2,219,88,3,5,285
Christopher Avenue Community School,316,2015-16,1,217,91,4,3,285
Christopher Avenue Community School,299,2016-17,0,205,87,4,3,290
Christopher Avenue Community School,302,2017-18,0,199,99,2,2,295
Riverdale Avenue Community School,269,2013-14,6,203,48,0,12,246
Riverdale Avenue Community School,292,2014-15,6,224,50,3,9,259
Riverdale Avenue Community School,370,2015-16,7,298,52,4,9,354
Riverdale Avenue Community School,374,2016-17,11,281,67,5,10,366
Riverdale Avenue Community School,347,2017-18,6,256,75,5,5,328
Brooklyn Collegiate: A College Board School,387,2013-14,6,335,39,2,5,332
Brooklyn Collegiate: A College Board School,353,2014-15,5,308,34,2,4,300
Brooklyn Collegiate: A College Board School,307,2015-16,4,265,35,0,3,266
Brooklyn Collegiate: A College Board School,306,2016-17,4,265,32,2,3,286
Brooklyn Collegiate: A College Board School,271,2017-18,3,228,34,2,4,255
Frederick Douglass Academy VII High School,328,2013-14,1,283,41,3,0,279
Frederick Douglass Academy VII High School,319,2014-15,0,281,35,1,2,264
Frederick Douglass Academy VII High School,252,2015-16,2,222,26,1,1,227
Frederick Douglass Academy VII High School,206,2016-17,3,172,26,1,4,191
Frederick Douglass Academy VII High School,157,2017-18,3,132,19,0,3,145
Kappa V (Knowledge and Power Preparatory Academy),233,2013-14,1,213,16,1,2,197
Kappa V (Knowledge and Power Preparatory Academy),194,2014-15,2,175,14,2,1,174
Kappa V (Knowledge and Power Preparatory Academy),192,2015-16,2,172,15,1,2,157
Kappa V (Knowledge and Power Preparatory Academy),200,2016-17,2,171,21,2,4,183
Kappa V (Knowledge and Power Preparatory Academy),228,2017-18,0,200,21,1,6,187
Mott Hall IV,204,2013-14,2,180,20,1,1,190
Mott Hall IV,183,2014-15,1,162,20,0,0,162
Mott Hall IV,182,2015-16,3,158,21,0,0,161
Mott Hall IV,165,2016-17,5,134,25,0,1,144
Mott Hall IV,160,2017-18,2,137,20,0,1,143
Brooklyn Landmark Elementary School,148,2013-14,3,112,31,2,0,140
Brooklyn Landmark Elementary School,192,2014-15,5,145,40,2,0,175
Brooklyn Landmark Elementary School,239,2015-16,5,177,52,5,0,218
Brooklyn Landmark Elementary School,311,2016-17,6,224,74,3,4,267
Brooklyn Landmark Elementary School,325,2017-18,7,235,74,6,3,242
Brooklyn Democracy Academy,198,2013-14,0,175,22,0,1,139
Brooklyn Democracy Academy,212,2014-15,1,182,28,1,0,126
Brooklyn Democracy Academy,211,2015-16,3,178,28,2,0,142
Brooklyn Democracy Academy,208,2016-17,2,167,33,1,5,143
Brooklyn Democracy Academy,230,2017-18,3,185,37,2,3,190
Eagle Academy for Young Men II,513,2013-14,3,450,50,4,6,396
Eagle Academy for Young Men II,576,2014-15,3,503,55,7,8,449
Eagle Academy for Young Men II,591,2015-16,3,529,45,6,8,438
Eagle Academy for Young Men II,626,2016-17,3,562,45,6,10,492
Eagle Academy for Young Men II,647,2017-18,4,574,54,4,11,518
Aspirations Diploma Plus High School,241,2013-14,2,183,51,1,4,200
Aspirations Diploma Plus High School,242,2014-15,6,177,48,4,7,211
Aspirations Diploma Plus High School,237,2015-16,4,185,42,1,5,156
Aspirations Diploma Plus High School,236,2016-17,3,178,49,1,5,170
Aspirations Diploma Plus High School,214,2017-18,1,159,49,2,3,200
Metropolitan Diploma Plus High School,188,2013-14,1,162,21,3,1,165
Metropolitan Diploma Plus High School,192,2014-15,1,159,29,2,1,181
Metropolitan Diploma Plus High School,197,2015-16,0,166,26,1,4,182
Metropolitan Diploma Plus High School,211,2016-17,0,179,26,1,5,193
Metropolitan Diploma Plus High School,217,2017-18,1,188,24,1,3,202
Brooklyn Environmental Exploration School (BEES),52,2013-14,0,43,8,0,1,40
Brooklyn Environmental Exploration School (BEES),86,2014-15,0,70,14,1,1,78
Brooklyn Environmental Exploration School (BEES),113,2015-16,1,88,22,2,0,106
Brooklyn Environmental Exploration School (BEES),89,2016-17,0,72,13,4,0,84
Brooklyn Environmental Exploration School (BEES),95,2017-18,0,70,18,5,2,93
Riverdale Avenue Middle School,49,2013-14,1,42,5,0,1,49
Riverdale Avenue Middle School,86,2014-15,1,73,10,0,2,77
Riverdale Avenue Middle School,126,2015-16,1,110,14,0,1,95
Riverdale Avenue Middle School,115,2016-17,3,96,11,2,3,102
Riverdale Avenue Middle School,127,2017-18,5,94,23,2,3,123
Mott Hall Bridges Academy,213,2013-14,0,175,33,2,3,183
Mott Hall Bridges Academy,191,2014-15,1,160,26,2,2,152
Mott Hall Bridges Academy,207,2015-16,1,168,34,3,1,178
Mott Hall Bridges Academy,198,2016-17,3,164,30,1,0,180
Mott Hall Bridges Academy,199,2017-18,2,165,31,1,0,188
Teachers Preparatory High School,458,2013-14,0,390,63,3,2,365
Teachers Preparatory High School,390,2014-15,1,328,57,2,2,314
Teachers Preparatory High School,369,2015-16,3,296,63,3,4,302
Teachers Preparatory High School,310,2016-17,5,242,52,8,3,255
Teachers Preparatory High School,250,2017-18,5,189,44,10,2,220
I.S. 5 - The Walter Crowley Intermediate School,1620,2013-14,689,26,857,41,7,1066
I.S. 5 - The Walter Crowley Intermediate School,1789,2014-15,745,34,961,40,9,1118
I.S. 5 - The Walter Crowley Intermediate School,1825,2015-16,799,32,946,44,4,1125
I.S. 5 - The Walter Crowley Intermediate School,1836,2016-17,816,25,940,42,13,1068
I.S. 5 - The Walter Crowley Intermediate School,1798,2017-18,785,28,929,39,17,1414
P.S. 007 Louis F. Simeone,1121,2013-14,684,12,401,18,6,1000
P.S. 007 Louis F. Simeone,1044,2014-15,657,5,367,10,5,930
P.S. 007 Louis F. Simeone,1017,2015-16,633,2,358,18,6,892
P.S. 007 Louis F. Simeone,1042,2016-17,644,1,367,26,4,904
P.S. 007 Louis F. Simeone,993,2017-18,611,4,342,32,4,878
P.S. 012 James B. Colgate,1280,2013-14,718,1,499,30,32,1167
P.S. 012 James B. Colgate,1274,2014-15,732,2,495,28,17,1151
P.S. 012 James B. Colgate,1281,2015-16,721,3,503,34,20,1143
P.S. 012 James B. Colgate,1248,2016-17,692,2,501,39,14,1090
P.S. 012 James B. Colgate,1219,2017-18,681,7,486,36,9,1087
P.S. 013 Clement C. Moore,1607,2013-14,499,169,897,31,11,1077
P.S. 013 Clement C. Moore,1615,2014-15,497,147,927,36,8,1015
P.S. 013 Clement C. Moore,1632,2015-16,501,158,917,40,16,937
P.S. 013 Clement C. Moore,1606,2016-17,501,140,889,60,16,867
P.S. 013 Clement C. Moore,1597,2017-18,497,144,872,65,19,1154
P.S. 014 Fairview,1689,2013-14,147,69,1428,29,16,1290
P.S. 014 Fairview,1770,2014-15,146,66,1517,29,12,1221
P.S. 014 Fairview,1768,2015-16,140,60,1525,31,12,1196
P.S. 014 Fairview,1784,2016-17,131,52,1564,27,10,1175
P.S. 014 Fairview,1691,2017-18,116,40,1490,33,12,1428
I.S. 077,1008,2015-16,101,27,768,110,2,875
P.S. Q016 The Nancy DeBenedittis School,1737,2013-14,187,11,1503,12,24,1326
P.S. Q016 The Nancy DeBenedittis School,1716,2014-15,160,5,1539,7,5,1255
P.S. Q016 The Nancy DeBenedittis School,1707,2015-16,140,4,1544,12,7,1196
P.S. Q016 The Nancy DeBenedittis School,1660,2016-17,130,3,1503,17,7,1095
P.S. Q016 The Nancy DeBenedittis School,1574,2017-18,116,2,1431,17,8,1339
P.S. 019 Marino Jeantet,1961,2013-14,199,5,1744,8,5,1577
P.S. 019 Marino Jeantet,2017,2014-15,184,9,1814,7,3,1574
P.S. 019 Marino Jeantet,1996,2015-16,140,11,1834,7,4,1452
P.S. 019 Marino Jeantet,1950,2016-17,121,13,1803,8,5,1616
P.S. 019 Marino Jeantet,1891,2017-18,104,11,1762,8,6,1731
P.S. 28 - The Thomas Emanuel Early Childhood Cente,553,2013-14,33,0,513,4,3,395
P.S. 28 - The Thomas Emanuel Early Childhood Cente,528,2014-15,31,1,490,3,3,384
P.S. 28 - The Thomas Emanuel Early Childhood Cente,545,2015-16,48,0,490,3,4,357
P.S. 28 - The Thomas Emanuel Early Childhood Cente,527,2016-17,50,0,472,2,3,362
P.S. 28 - The Thomas Emanuel Early Childhood Cente,507,2017-18,35,0,465,4,3,417
P.S. 049 Dorothy Bonawit Kole,1116,2013-14,173,5,301,632,5,529
P.S. 049 Dorothy Bonawit Kole,1131,2014-15,178,3,304,640,6,549
P.S. 049 Dorothy Bonawit Kole,1102,2015-16,178,4,281,629,10,518
P.S. 049 Dorothy Bonawit Kole,1131,2016-17,192,5,292,631,11,525
P.S. 049 Dorothy Bonawit Kole,1160,2017-18,216,6,278,645,15,551
P.S. 58 - The School of Heroes,987,2013-14,337,7,392,248,3,748
P.S. 58 - The School of Heroes,988,2014-15,360,13,380,232,3,751
P.S. 58 - The School of Heroes,1029,2015-16,396,16,396,216,5,783
P.S. 58 - The School of Heroes,1039,2016-17,410,11,395,214,9,805
P.S. 58 - The School of Heroes,1027,2017-18,409,9,400,197,12,784
I.S. 061 Leonardo Da Vinci,2354,2013-14,214,90,2005,42,3,2243
I.S. 061 Leonardo Da Vinci,2278,2014-15,151,83,2005,36,3,2166
I.S. 061 Leonardo Da Vinci,2158,2015-16,139,62,1928,26,3,2053
I.S. 061 Leonardo Da Vinci,2175,2016-17,138,62,1930,40,5,2071
I.S. 061 Leonardo Da Vinci,2238,2017-18,160,61,1968,41,8,2152
P.S. 068 Cambridge,777,2013-14,30,30,641,67,9,530
P.S. 068 Cambridge,739,2014-15,30,29,602,71,7,485
P.S. 068 Cambridge,757,2015-16,30,24,628,70,5,434
P.S. 068 Cambridge,681,2016-17,27,22,567,61,4,387
P.S. 068 Cambridge,646,2017-18,23,17,553,50,3,456
P.S. 071 Forest,945,2013-14,28,10,529,372,6,793
P.S. 071 Forest,874,2014-15,22,5,484,358,5,743
P.S. 071 Forest,891,2015-16,24,10,520,329,8,693
P.S. 071 Forest,841,2016-17,24,11,479,313,14,702
P.S. 071 Forest,752,2017-18,32,7,425,254,34,651
I.S. 73 - The Frank Sansivieri Intermediate School,1708,2013-14,440,29,1004,234,1,1026
I.S. 73 - The Frank Sansivieri Intermediate School,1902,2014-15,459,30,1150,258,5,1059
I.S. 73 - The Frank Sansivieri Intermediate School,1975,2015-16,526,25,1160,254,10,1078
I.S. 73 - The Frank Sansivieri Intermediate School,2050,2016-17,568,21,1190,259,12,1059
I.S. 73 - The Frank Sansivieri Intermediate School,1971,2017-18,574,21,1138,225,13,1385
I.S. 077,1083,2013-14,104,32,805,140,2,982
I.S. 077,1085,2014-15,99,31,828,126,1,929
I.S. 077,1020,2016-17,92,26,811,89,2,902
I.S. 077,1012,2017-18,93,22,792,101,4,932
P.S. 81Q Jean Paul Richter,1026,2013-14,66,15,889,53,3,835
P.S. 81Q Jean Paul Richter,950,2014-15,57,9,825,58,1,751
P.S. 81Q Jean Paul Richter,861,2015-16,54,11,752,42,2,645
P.S. 81Q Jean Paul Richter,757,2016-17,38,11,659,44,5,574
P.S. 81Q Jean Paul Richter,682,2017-18,37,9,586,45,5,563
P.S./I.S. 087 Middle Village,570,2013-14,10,3,278,271,8,382
P.S./I.S. 087 Middle Village,563,2014-15,21,7,279,253,3,377
P.S./I.S. 087 Middle Village,593,2015-16,17,6,296,270,4,377
P.S./I.S. 087 Middle Village,592,2016-17,27,10,300,246,9,368
P.S./I.S. 087 Middle Village,606,2017-18,20,13,315,247,11,382
P.S. 088 Seneca,1110,2013-14,68,24,609,406,3,866
P.S. 088 Seneca,1097,2014-15,63,23,595,412,4,816
P.S. 088 Seneca,1069,2015-16,61,18,560,424,6,780
P.S. 088 Seneca,1033,2016-17,69,19,509,427,9,752
P.S. 088 Seneca,941,2017-18,62,18,485,366,10,711
P.S. 089 Elmhurst,1981,2013-14,428,3,1516,25,9,1351
P.S. 089 Elmhurst,1974,2014-15,433,1,1499,29,12,1281
P.S. 089 Elmhurst,2007,2015-16,412,2,1551,28,14,1190
P.S. 089 Elmhurst,1995,2016-17,426,2,1518,35,14,1092
P.S. 089 Elmhurst,1961,2017-18,445,1,1459,41,15,1497
P.S. 091 Richard Arkwright,835,2013-14,32,20,431,342,10,621
P.S. 091 Richard Arkwright,848,2014-15,27,23,439,355,4,612
P.S. 091 Richard Arkwright,811,2015-16,31,23,397,354,6,586
P.S. 091 Richard Arkwright,765,2016-17,30,14,377,338,6,545
P.S. 091 Richard Arkwright,750,2017-18,28,14,371,330,7,536
I.S. 093 Ridgewood,1197,2013-14,103,21,847,226,0,1027
I.S. 093 Ridgewood,1185,2014-15,107,24,852,199,3,977
I.S. 093 Ridgewood,1150,2015-16,113,13,818,199,7,1068
I.S. 093 Ridgewood,1103,2016-17,116,15,769,197,6,828
I.S. 093 Ridgewood,1099,2017-18,101,21,783,189,5,1041
P.S. 102 Bayview,1239,2013-14,747,20,431,29,12,1059
P.S. 102 Bayview,1301,2014-15,766,57,428,38,12,1107
P.S. 102 Bayview,1314,2015-16,785,45,429,43,12,1131
P.S. 102 Bayview,1318,2016-17,794,33,435,44,12,1133
P.S. 102 Bayview,1326,2017-18,807,39,424,44,12,1132
P.S. 110,140,2013-14,6,9,122,1,2,134
P.S. 110,186,2014-15,5,6,172,1,2,181
P.S. 110,389,2015-16,20,5,359,4,1,383
P.S. 110,607,2016-17,42,5,554,5,1,578
P.S. 110,790,2017-18,58,6,720,5,1,732
P.S./I.S. 113 Anthony J. Pranzo,971,2013-14,56,10,362,536,7,654
P.S./I.S. 113 Anthony J. Pranzo,957,2014-15,51,11,372,511,12,658
P.S./I.S. 113 Anthony J. Pranzo,948,2015-16,52,10,381,493,12,603
P.S./I.S. 113 Anthony J. Pranzo,926,2016-17,49,9,373,485,10,578
P.S./I.S. 113 Anthony J. Pranzo,896,2017-18,47,9,375,455,10,497
I.S. 119 The Glendale,1055,2013-14,237,13,339,458,8,796
I.S. 119 The Glendale,1090,2014-15,252,16,344,469,9,750
I.S. 119 The Glendale,1190,2015-16,301,14,362,503,10,768
I.S. 119 The Glendale,1237,2016-17,335,21,378,490,13,776
I.S. 119 The Glendale,1277,2017-18,330,23,388,503,33,936
I.S. 125 Thom J. McCann Woodside,1734,2013-14,661,25,928,112,8,1057
I.S. 125 Thom J. McCann Woodside,1540,2014-15,573,28,857,76,6,916
I.S. 125 Thom J. McCann Woodside,1498,2015-16,604,21,791,77,5,811
I.S. 125 Thom J. McCann Woodside,1508,2016-17,615,25,782,74,12,765
I.S. 125 Thom J. McCann Woodside,1504,2017-18,575,28,816,72,13,1139
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",909,2013-14,37,5,181,677,9,311
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",927,2014-15,30,7,184,701,5,328
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",948,2015-16,29,6,192,716,5,328
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",974,2016-17,33,5,189,742,5,328
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",969,2017-18,32,5,190,738,4,353
P.S. 143 Louis Armstrong,1811,2013-14,95,27,1683,5,1,1718
P.S. 143 Louis Armstrong,1797,2014-15,80,30,1681,5,1,1712
P.S. 143 Louis Armstrong,1719,2015-16,83,28,1596,9,3,1613
P.S. 143 Louis Armstrong,1709,2016-17,81,31,1581,14,2,1589
P.S. 143 Louis Armstrong,1484,2017-18,73,23,1371,14,3,1408
P.S. 153 Maspeth Elem,1454,2013-14,106,9,700,631,8,1053
P.S. 153 Maspeth Elem,1418,2014-15,100,12,652,643,11,995
P.S. 153 Maspeth Elem,1334,2015-16,96,11,603,610,14,936
P.S. 153 Maspeth Elem,1269,2016-17,113,11,564,570,11,863
P.S. 153 Maspeth Elem,1204,2017-18,126,9,530,526,13,850
P.S. 199 Maurice A. Fitzgerald,968,2013-14,310,5,586,54,13,622
P.S. 199 Maurice A. Fitzgerald,1068,2014-15,337,6,643,62,20,629
P.S. 199 Maurice A. Fitzgerald,1046,2015-16,332,8,617,70,19,560
P.S. 199 Maurice A. Fitzgerald,976,2016-17,331,5,561,61,18,477
P.S. 199 Maurice A. Fitzgerald,898,2017-18,299,27,498,61,13,621
Elm Tree Elementary School,145,2013-14,3,1,140,0,1,142
Elm Tree Elementary School,221,2014-15,9,12,196,3,1,216
Elm Tree Elementary School,236,2015-16,9,3,222,1,1,226
Elm Tree Elementary School,270,2016-17,10,1,257,1,1,258
Elm Tree Elementary School,298,2017-18,8,4,279,5,2,286
P.S. 229 Emanuel Kaplan,1549,2013-14,542,22,604,374,7,1056
P.S. 229 Emanuel Kaplan,1409,2014-15,496,21,547,332,13,973
P.S. 229 Emanuel Kaplan,1451,2015-16,508,28,562,338,15,1004
P.S. 229 Emanuel Kaplan,1460,2016-17,506,22,581,337,14,967
P.S. 229 Emanuel Kaplan,1469,2017-18,529,22,599,309,10,1049
International High School for Health Sciences,50,2013-14,8,2,36,4,0,50
International High School for Health Sciences,159,2014-15,34,9,101,14,1,154
International High School for Health Sciences,232,2015-16,50,11,147,22,2,216
International High School for Health Sciences,310,2016-17,84,15,181,28,2,276
International High School for Health Sciences,307,2017-18,80,13,189,22,3,286
P.S. 239,696,2013-14,76,27,541,48,4,678
P.S. 239,648,2014-15,78,20,504,44,2,615
P.S. 239,615,2015-16,81,15,463,55,1,587
P.S. 239,584,2016-17,86,13,443,40,2,529
P.S. 239,564,2017-18,79,7,439,37,2,527
Academy of Finance and Enterprise,467,2013-14,87,41,265,63,11,378
Academy of Finance and Enterprise,478,2014-15,106,35,248,71,18,393
Academy of Finance and Enterprise,514,2015-16,120,39,268,77,10,417
Academy of Finance and Enterprise,567,2016-17,129,31,299,93,15,463
Academy of Finance and Enterprise,598,2017-18,153,25,308,88,24,487
High School of Applied Communication,421,2013-14,65,51,243,51,11,325
High School of Applied Communication,421,2014-15,67,52,230,57,15,331
High School of Applied Communication,407,2015-16,63,43,229,54,18,306
High School of Applied Communication,423,2016-17,57,38,252,63,13,324
High School of Applied Communication,417,2017-18,48,37,253,63,16,322
A.C.E. Academy for Scholars at the Geraldine Ferra,278,2013-14,76,10,110,78,4,166
A.C.E. Academy for Scholars at the Geraldine Ferra,431,2014-15,94,16,184,128,9,289
A.C.E. Academy for Scholars at the Geraldine Ferra,552,2015-16,110,17,259,151,15,374
A.C.E. Academy for Scholars at the Geraldine Ferra,546,2016-17,100,17,250,165,14,363
A.C.E. Academy for Scholars at the Geraldine Ferra,542,2017-18,87,17,265,157,16,360
Civic Leadership Academy,453,2013-14,34,31,347,19,22,365
Civic Leadership Academy,479,2014-15,47,37,345,27,23,359
Civic Leadership Academy,467,2015-16,43,29,327,29,39,335
Civic Leadership Academy,506,2016-17,62,31,337,33,43,409
Civic Leadership Academy,529,2017-18,66,34,351,33,45,404
Pan American International High School,367,2013-14,1,0,366,0,0,332
Pan American International High School,378,2014-15,1,0,377,0,0,342
Pan American International High School,380,2015-16,1,0,379,0,0,372
Pan American International High School,498,2016-17,0,0,497,0,1,453
Pan American International High School,449,2017-18,0,0,448,0,1,375
Bard High School Early College Queens,600,2013-14,210,69,103,208,10,276
Bard High School Early College Queens,623,2014-15,213,71,107,211,21,278
Bard High School Early College Queens,600,2015-16,205,67,99,208,21,251
Bard High School Early College Queens,597,2016-17,211,70,104,196,16,253
Bard High School Early College Queens,623,2017-18,211,67,117,212,16,251
Learners and Leaders,415,2013-14,21,9,340,44,1,379
Learners and Leaders,398,2014-15,22,7,319,48,2,351
Learners and Leaders,484,2015-16,34,12,378,57,3,416
Learners and Leaders,617,2016-17,45,15,472,82,3,529
Learners and Leaders,614,2017-18,48,12,476,74,4,534
Pioneer Academy,974,2013-14,43,21,896,5,9,957
Pioneer Academy,984,2014-15,38,13,919,8,6,957
Pioneer Academy,993,2015-16,29,13,936,10,5,971
Pioneer Academy,961,2016-17,25,9,909,14,4,934
